2016-07-21 10:57:32,847 root DEBUG autoptsclient_common.py   349   run_test_case             : Starting TestCase wrapper GATT TC_GAD_CL_BV_04_C
2016-07-21 10:57:36,929 root DEBUG iutctl.py                 98    send                      : send, 0 3 255 2
2016-07-21 10:57:36,929 root DEBUG iutctl.py                 108   send                      : btpclient command: send 0 3 255 02
2016-07-21 10:57:36,929 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 0 3 255 '\x02'
2016-07-21 10:57:36,930 root DEBUG iutctl.py                 112   send                      : sending frame '\x00\x03\xff\x01\x00\x02'
2016-07-21 10:57:36,930 root DEBUG btp.py                    246   core_reg_svc_rsp_succ     : core_reg_svc_rsp_succ
2016-07-21 10:57:36,930 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:36,932 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x00\x03\xff\x00\x00')
2016-07-21 10:57:36,933 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=0, op=3, ctrl_index=255, data_len=0) bytearray(b'\x00\x03\xff\x00\x00')
2016-07-21 10:57:36,933 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'')
2016-07-21 10:57:36,933 root DEBUG iutctl.py                 91    read                      : Received data: ('',), bytearray(b'')
2016-07-21 10:57:36,934 root DEBUG btp.py                    257   core_reg_svc_rsp_succ     : received header(svc_id=0, op=3, ctrl_index=255, data_len=0) ('',)
2016-07-21 10:57:36,934 root DEBUG btp.py                    258   core_reg_svc_rsp_succ     : expected ((0, 3, 255, 0), ('',))
2016-07-21 10:57:36,934 root DEBUG btp.py                    264   core_reg_svc_rsp_succ     : response is valid
2016-07-21 10:57:46,053 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:46,054 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:46,054 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:46,054 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 2
2016-07-21 10:57:46,054 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_04_C
2016-07-21 10:57:46,055 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please initiate a GATT connection to the PTS.

Description: Verify that the Implementation Under Test (IUT) can initiate GATT connect request to PTS.
2016-07-21 10:57:46,055 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:46,055 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16915080
2016-07-21 10:57:46,055 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:46,055 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:46,056 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:46,056 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_04_C on_implicit_send
2016-07-21 10:57:46,056 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_conn at 0x7f5db38d5cf8> 2 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:46,056 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:46,057 root DEBUG btp.py                    329   gap_conn                  : gap_conn '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:46,057 root DEBUG iutctl.py                 98    send                      : send, 1 14 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:46,057 root DEBUG iutctl.py                 108   send                      : btpclient command: send 1 14 0 006c37e0dc1b00
2016-07-21 10:57:46,057 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 1 14 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:46,057 root DEBUG iutctl.py                 112   send                      : sending frame '\x01\x0e\x00\x07\x00\x00l7\xe0\xdc\x1b\x00'
2016-07-21 10:57:46,058 root DEBUG btp.py                    588   gap_command_rsp_succ      : gap_command_rsp_succ
2016-07-21 10:57:46,058 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:46,062 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x0e\x00\x00\x00')
2016-07-21 10:57:46,064 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=14, ctrl_index=0, data_len=0) bytearray(b'\x01\x0e\x00\x00\x00')
2016-07-21 10:57:46,064 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'')
2016-07-21 10:57:46,064 root DEBUG iutctl.py                 91    read                      : Received data: ('',), bytearray(b'')
2016-07-21 10:57:46,064 root DEBUG btp.py                    593   gap_command_rsp_succ      : received header(svc_id=1, op=14, ctrl_index=0, data_len=0) ('',)
2016-07-21 10:57:46,065 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_connected_ev at 0x7f5db38d5c80> 2 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:46,065 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:46,065 root DEBUG btp.py                    309   gap_connected_ev          : gap_connected_ev '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:46,065 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:49,079 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x82\x00\x07\x00')
2016-07-21 10:57:49,080 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=130, ctrl_index=0, data_len=7) bytearray(b'\x01\x82\x00\x07\x00')
2016-07-21 10:57:49,080 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-21 10:57:49,080 root DEBUG iutctl.py                 91    read                      : Received data: ('l7\xe0\xdc\x1b\x00\x00',), bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-21 10:57:49,080 root DEBUG btp.py                    313   gap_connected_ev          : received header(svc_id=1, op=130, ctrl_index=0, data_len=7) ('l7\xe0\xdc\x1b\x00\x00',)
2016-07-21 10:57:49,081 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-21 10:57:49,081 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-21 10:57:49,081 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:49,081 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:49,093 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:49,093 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 27
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_04_C
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Discover all characteristics of service UUID= '180A'O,  Service start handle = '0030'O, end handle = '0047'O.

Description: Verify that the Implementation Under Test (IUT) can send Discover all charactieristics of a service.
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16915080
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:49,094 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:49,095 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_04_C on_implicit_send
2016-07-21 10:57:49,095 root DEBUG testcase.py               59    parse_description         : parse_description "Discover all characteristics of service UUID= '180A'O,  Service start handle = '0030'O, end handle = '0047'O.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover all charactieristics of a service."
2016-07-21 10:57:49,095 root DEBUG testcase.py               63    parse_description         : Parse result: ['180A', '0030', '0047']
2016-07-21 10:57:49,095 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gattc_disc_all_chrc at 0x7f5db38edb18> 27 None (0, '00:1B:DC:E0:37:6C', 'MMI_arg_value_2', 'MMI_arg_value_3') {}
2016-07-21 10:57:49,095 root DEBUG testcase.py               78    process_args              : process_args: (0, '00:1B:DC:E0:37:6C', 'MMI_arg_value_2', 'MMI_arg_value_3')
2016-07-21 10:57:49,095 root DEBUG testcase.py               79    process_args              : MMI.args now ['180A', '0030', '0047']
2016-07-21 10:57:49,095 root DEBUG testcase.py               93    process_args              : returning (0, '00:1B:DC:E0:37:6C', '0030', '0047')
2016-07-21 10:57:49,095 root DEBUG testcase.py               209   start                     : Test function parameters: args=(0, '00:1B:DC:E0:37:6C', '0030', '0047'), kwds={}
2016-07-21 10:57:49,096 root DEBUG btp.py                    831   gattc_disc_all_chrc       : gattc_disc_all_chrc 0 '00:1B:DC:E0:37:6C' '0030' '0047' None
2016-07-21 10:57:49,096 root DEBUG iutctl.py                 98    send                      : send, 2 14 0 bytearray(b'\x00l7\xe0\xdc\x1b\x000\x00G\x00')
2016-07-21 10:57:49,096 root DEBUG iutctl.py                 108   send                      : btpclient command: send 2 14 0 006c37e0dc1b0030004700
2016-07-21 10:57:49,096 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 2 14 0 bytearray(b'\x00l7\xe0\xdc\x1b\x000\x00G\x00')
2016-07-21 10:57:49,096 root DEBUG iutctl.py                 112   send                      : sending frame '\x02\x0e\x00\x0b\x00\x00l7\xe0\xdc\x1b\x000\x00G\x00'
2016-07-21 10:57:49,096 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gattc_disc_all_chrc_rsp at 0x7f5db38ee758> 27 None (True,) {}
2016-07-21 10:57:49,096 root DEBUG testcase.py               209   start                     : Test function parameters: args=(True,), kwds={}
2016-07-21 10:57:49,097 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:49,581 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x02\x0e\x00Y\x00')
2016-07-21 10:57:49,582 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=2, op=14, ctrl_index=0, data_len=89) bytearray(b'\x02\x0e\x00Y\x00')
2016-07-21 10:57:49,589 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'\x0b1\x002\x00\x02\x02\tE3\x004\x00\x02\x02#*5\x006\x00\x02\x02$*7\x008\x00\x02\x02%*9\x00:\x00\x02\x02&*;\x00<\x00\x02\x02\'*=\x00>\x00\x02\x02(*?\x00@\x00\x02\x02)*A\x00B\x00\x02\x02**C\x00D\x00\x02\x02P*E\x00F\x00\x02\x02"4')
2016-07-21 10:57:49,589 root DEBUG iutctl.py                 91    read                      : Received data: ('\x0b1\x002\x00\x02\x02\tE3\x004\x00\x02\x02#*5\x006\x00\x02\x02$*7\x008\x00\x02\x02%*9\x00:\x00\x02\x02&*;\x00<\x00\x02\x02\'*=\x00>\x00\x02\x02(*?\x00@\x00\x02\x02)*A\x00B\x00\x02\x02**C\x00D\x00\x02\x02P*E\x00F\x00\x02\x02"4',), bytearray(b'\x0b1\x002\x00\x02\x02\tE3\x004\x00\x02\x02#*5\x006\x00\x02\x02$*7\x008\x00\x02\x02%*9\x00:\x00\x02\x02&*;\x00<\x00\x02\x02\'*=\x00>\x00\x02\x02(*?\x00@\x00\x02\x02)*A\x00B\x00\x02\x02**C\x00D\x00\x02\x02P*E\x00F\x00\x02\x02"4')
2016-07-21 10:57:49,589 root DEBUG btp.py                    1488  gattc_disc_all_chrc_rsp   : gattc_disc_all_chrc_rsp received header(svc_id=2, op=14, ctrl_index=0, data_len=89) ('\x0b1\x002\x00\x02\x02\tE3\x004\x00\x02\x02#*5\x006\x00\x02\x02$*7\x008\x00\x02\x02%*9\x00:\x00\x02\x02&*;\x00<\x00\x02\x02\'*=\x00>\x00\x02\x02(*?\x00@\x00\x02\x02)*A\x00B\x00\x02\x02**C\x00D\x00\x02\x02P*E\x00F\x00\x02\x02"4',)
2016-07-21 10:57:49,590 root DEBUG btp.py                    1494  gattc_disc_all_chrc_rsp   : gattc_disc_all_chrc_rsp ((49, 50, 2, ('\tE',)), (51, 52, 2, ('#*',)), (53, 54, 2, ('$*',)), (55, 56, 2, ('%*',)), (57, 58, 2, ('&*',)), (59, 60, 2, ("'*",)), (61, 62, 2, ('(*',)), (63, 64, 2, (')*',)), (65, 66, 2, ('**',)), (67, 68, 2, ('P*',)), (69, 70, 2, ('"4',)))
2016-07-21 10:57:49,590 root DEBUG btp.py                    1505  gattc_disc_all_chrc_rsp   : Set verify values to: ['0031', '0033', '0035', '0037', '0039', '003B', '003D', '003F', '0041', '0043', '0045']
2016-07-21 10:57:49,590 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-21 10:57:49,590 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-21 10:57:49,590 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:49,590 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:49,601 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:49,601 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 28
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_04_C
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please confirm IUT receive all characteristics of service handle='0031'O handle='0033'O handle='0035'O handle='0037'O handle='0039'O handle='003B'O handle='003D'O handle='003F'O handle='0041'O handle='0043'O handle='0045'O  in database. Click Yes if IUT receive it, otherwise click No.

Description: Verify that the Implementation Under Test (IUT) can send Discover all characteristics of a service in database.
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Yes_No1 0x11044
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16915080
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:49,602 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:49,603 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:49,603 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_04_C on_implicit_send
2016-07-21 10:57:49,603 root DEBUG testcase.py               364   handle_mmi_style_yes_no1  : handle_mmi_style_yes_no1, 28 "Please confirm IUT receive all characteristics of service handle='0031'O handle='0033'O handle='0035'O handle='0037'O handle='0039'O handle='003B'O handle='003D'O handle='003F'O handle='0041'O handle='0043'O handle='0045'O  in database. Click Yes if IUT receive it, otherwise click No.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover all characteristics of a service in database."
2016-07-21 10:57:49,603 root DEBUG testcase.py               366   handle_mmi_style_yes_no1  : no_wid=None verify_wids={28: <function verify_description at 0x7f5db38d5848>}
2016-07-21 10:57:49,603 root DEBUG testcase.py               378   handle_mmi_style_yes_no1  : Starting verification of: {28: <function verify_description at 0x7f5db38d5848>}
2016-07-21 10:57:49,603 root DEBUG btp.py                    139   verify_description        : description="Please confirm IUT receive all characteristics of service handle='0031'O handle='0033'O handle='0035'O handle='0037'O handle='0039'O handle='003B'O handle='003D'O handle='003F'O handle='0041'O handle='0043'O handle='0045'O  in database. Click Yes if IUT receive it, otherwise click No.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover all characteristics of a service in database."
2016-07-21 10:57:49,603 root DEBUG btp.py                    142   verify_description        : Verifying values: ['0031', '0033', '0035', '0037', '0039', '003B', '003D', '003F', '0041', '0043', '0045']
2016-07-21 10:57:49,603 root DEBUG btp.py                    151   verify_description        : Verifying: '0031'
2016-07-21 10:57:49,603 root DEBUG btp.py                    151   verify_description        : Verifying: '0033'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '0035'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '0037'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '0039'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '003B'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '003D'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '003F'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '0041'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '0043'
2016-07-21 10:57:49,604 root DEBUG btp.py                    151   verify_description        : Verifying: '0045'
2016-07-21 10:57:49,605 root DEBUG btp.py                    157   verify_description        : All verifications passed
2016-07-21 10:57:49,605 root DEBUG testcase.py               408   handle_mmi_style_yes_no1  : All verifications passed
2016-07-21 10:57:49,605 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'Yes'
2016-07-21 10:57:49,605 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: Yes
2016-07-21 10:57:49,605 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:49,605 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:49,617 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:49,617 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:49,617 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:49,617 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 3
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_04_C
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please initiate a GATT disconnection to the PTS.

Description: Verify that the Implementation Under Test (IUT) can initiate GATT disconnect request to PTS
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16915080
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:49,618 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:49,618 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_04_C on_implicit_send
2016-07-21 10:57:49,618 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_disconn at 0x7f5db38d5de8> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:49,618 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:49,619 root DEBUG btp.py                    365   gap_disconn               : gap_disconn '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:49,619 root DEBUG iutctl.py                 98    send                      : send, 1 15 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:49,619 root DEBUG iutctl.py                 108   send                      : btpclient command: send 1 15 0 006c37e0dc1b00
