2016-07-21 10:57:06,474 root DEBUG autoptsclient_common.py   349   run_test_case             : Starting TestCase wrapper GATT TC_GAD_CL_BV_03_C
2016-07-21 10:57:10,583 root DEBUG testcase.py               209   start                     : Test function parameters: args=(), kwds={}
2016-07-21 10:57:10,583 root DEBUG btp.py                    237   core_reg_svc_gatts        : core_reg_svc_gatts
2016-07-21 10:57:10,584 root DEBUG iutctl.py                 98    send                      : send, 0 3 255 2
2016-07-21 10:57:10,584 root DEBUG iutctl.py                 108   send                      : btpclient command: send 0 3 255 02
2016-07-21 10:57:10,584 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 0 3 255 '\x02'
2016-07-21 10:57:10,584 root DEBUG iutctl.py                 112   send                      : sending frame '\x00\x03\xff\x01\x00\x02'
2016-07-21 10:57:10,584 root DEBUG btp.py                    246   core_reg_svc_rsp_succ     : core_reg_svc_rsp_succ
2016-07-21 10:57:10,584 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:10,586 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x00\x03\xff\x00\x00')
2016-07-21 10:57:10,587 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=0, op=3, ctrl_index=255, data_len=0) bytearray(b'\x00\x03\xff\x00\x00')
2016-07-21 10:57:10,588 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'')
2016-07-21 10:57:10,588 root DEBUG iutctl.py                 91    read                      : Received data: ('',), bytearray(b'')
2016-07-21 10:57:10,588 root DEBUG btp.py                    257   core_reg_svc_rsp_succ     : received header(svc_id=0, op=3, ctrl_index=255, data_len=0) ('',)
2016-07-21 10:57:10,588 root DEBUG btp.py                    258   core_reg_svc_rsp_succ     : expected ((0, 3, 255, 0), ('',))
2016-07-21 10:57:10,588 root DEBUG btp.py                    264   core_reg_svc_rsp_succ     : response is valid
2016-07-21 10:57:19,580 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:19,581 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:19,581 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:19,581 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 2
2016-07-21 10:57:19,581 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_03_C
2016-07-21 10:57:19,581 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please initiate a GATT connection to the PTS.

Description: Verify that the Implementation Under Test (IUT) can initiate GATT connect request to PTS.
2016-07-21 10:57:19,582 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:19,582 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16914792
2016-07-21 10:57:19,582 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:19,582 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:19,583 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:19,583 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_03_C on_implicit_send
2016-07-21 10:57:19,583 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_conn at 0x7f5db38d5cf8> 2 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:19,583 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:19,583 root DEBUG btp.py                    329   gap_conn                  : gap_conn '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:19,584 root DEBUG iutctl.py                 98    send                      : send, 1 14 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:19,584 root DEBUG iutctl.py                 108   send                      : btpclient command: send 1 14 0 006c37e0dc1b00
2016-07-21 10:57:19,584 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 1 14 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:19,584 root DEBUG iutctl.py                 112   send                      : sending frame '\x01\x0e\x00\x07\x00\x00l7\xe0\xdc\x1b\x00'
2016-07-21 10:57:19,585 root DEBUG btp.py                    588   gap_command_rsp_succ      : gap_command_rsp_succ
2016-07-21 10:57:19,585 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:19,589 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x0e\x00\x00\x00')
2016-07-21 10:57:19,590 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=14, ctrl_index=0, data_len=0) bytearray(b'\x01\x0e\x00\x00\x00')
2016-07-21 10:57:19,590 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'')
2016-07-21 10:57:19,590 root DEBUG iutctl.py                 91    read                      : Received data: ('',), bytearray(b'')
2016-07-21 10:57:19,591 root DEBUG btp.py                    593   gap_command_rsp_succ      : received header(svc_id=1, op=14, ctrl_index=0, data_len=0) ('',)
2016-07-21 10:57:19,591 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_connected_ev at 0x7f5db38d5c80> 2 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:19,591 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:19,591 root DEBUG btp.py                    309   gap_connected_ev          : gap_connected_ev '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:19,592 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:20,501 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x82\x00\x07\x00')
2016-07-21 10:57:20,503 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=130, ctrl_index=0, data_len=7) bytearray(b'\x01\x82\x00\x07\x00')
2016-07-21 10:57:20,503 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-21 10:57:20,503 root DEBUG iutctl.py                 91    read                      : Received data: ('l7\xe0\xdc\x1b\x00\x00',), bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-21 10:57:20,503 root DEBUG btp.py                    313   gap_connected_ev          : received header(svc_id=1, op=130, ctrl_index=0, data_len=7) ('l7\xe0\xdc\x1b\x00\x00',)
2016-07-21 10:57:20,504 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-21 10:57:20,504 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-21 10:57:20,504 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:20,504 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:20,517 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:20,517 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:20,518 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:20,518 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 15
2016-07-21 10:57:20,518 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_03_C
2016-07-21 10:57:20,518 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please send discover all include services to the PTS to discover all Include Service supported in the PTS. Discover primary service if needed.

Description: Verify that the Implementation Under Test (IUT) can send Discover all include services command.
2016-07-21 10:57:20,518 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:20,519 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16914792
2016-07-21 10:57:20,519 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:20,519 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:20,519 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:20,519 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_03_C on_implicit_send
2016-07-21 10:57:20,519 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gattc_find_included at 0x7f5db38eda28> 15 None (0, '00:1B:DC:E0:37:6C', '0001', 'FFFF') {}
2016-07-21 10:57:20,520 root DEBUG testcase.py               209   start                     : Test function parameters: args=(0, '00:1B:DC:E0:37:6C', '0001', 'FFFF'), kwds={}
2016-07-21 10:57:20,520 root DEBUG btp.py                    765   gattc_find_included       : gattc_find_included 0 '00:1B:DC:E0:37:6C' '0001' 'FFFF'
2016-07-21 10:57:20,520 root DEBUG iutctl.py                 98    send                      : send, 2 13 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00\x01\x00\xff\xff')
2016-07-21 10:57:20,520 root DEBUG iutctl.py                 108   send                      : btpclient command: send 2 13 0 006c37e0dc1b000100ffff
2016-07-21 10:57:20,521 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 2 13 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00\x01\x00\xff\xff')
2016-07-21 10:57:20,521 root DEBUG iutctl.py                 112   send                      : sending frame '\x02\r\x00\x0b\x00\x00l7\xe0\xdc\x1b\x00\x01\x00\xff\xff'
2016-07-21 10:57:20,521 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gattc_find_included_rsp at 0x7f5db38ee6e0> 15 None (True,) {}
2016-07-21 10:57:20,521 root DEBUG testcase.py               209   start                     : Test function parameters: args=(True,), kwds={}
2016-07-21 10:57:20,521 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:20,604 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x02\r\x00\x01\x00')
2016-07-21 10:57:20,605 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=2, op=13, ctrl_index=0, data_len=1) bytearray(b'\x02\r\x00\x01\x00')
2016-07-21 10:57:20,606 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'\x00')
2016-07-21 10:57:20,606 root DEBUG iutctl.py                 91    read                      : Received data: ('\x00',), bytearray(b'\x00')
2016-07-21 10:57:20,606 root DEBUG btp.py                    1455  gattc_find_included_rsp   : gattc_find_included_rsp received header(svc_id=2, op=13, ctrl_index=0, data_len=1) ('\x00',)
2016-07-21 10:57:20,606 root DEBUG btp.py                    1461  gattc_find_included_rsp   : gattc_find_included_rsp ()
2016-07-21 10:57:20,607 root DEBUG btp.py                    1480  gattc_find_included_rsp   : Set verify values to: []
2016-07-21 10:57:20,607 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-21 10:57:20,607 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-21 10:57:20,607 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:20,608 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:20,629 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:20,629 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:20,629 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:20,629 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 26
2016-07-21 10:57:20,630 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_03_C
2016-07-21 10:57:20,630 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: There is no include service in the database file.

Description: Verify that the Implementation Under Test (IUT) can send Discover all include services in database.
2016-07-21 10:57:20,630 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Yes_No1 0x11044
2016-07-21 10:57:20,630 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16914792
2016-07-21 10:57:20,631 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:20,631 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:20,631 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:20,631 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_03_C on_implicit_send
2016-07-21 10:57:20,631 root DEBUG testcase.py               364   handle_mmi_style_yes_no1  : handle_mmi_style_yes_no1, 26 'There is no include service in the database file.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover all include services in database.'
2016-07-21 10:57:20,632 root DEBUG testcase.py               366   handle_mmi_style_yes_no1  : no_wid=None verify_wids={24: <function verify_description at 0x7f5db38d5848>}
2016-07-21 10:57:20,632 root WARNING testcase.py               421   handle_mmi_style_yes_no1  : Verification missing for: 'There is no include service in the database file.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover all include services in database.'
2016-07-21 10:57:20,632 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'Yes'
2016-07-21 10:57:20,632 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: Yes
2016-07-21 10:57:20,632 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:20,633 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:20,650 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:20,650 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:20,650 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:20,650 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 3
2016-07-21 10:57:20,651 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_03_C
2016-07-21 10:57:20,651 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please initiate a GATT disconnection to the PTS.

Description: Verify that the Implementation Under Test (IUT) can initiate GATT disconnect request to PTS
2016-07-21 10:57:20,651 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:20,651 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16914792
2016-07-21 10:57:20,651 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:20,652 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:20,652 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:20,652 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_03_C on_implicit_send
2016-07-21 10:57:20,652 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_disconn at 0x7f5db38d5de8> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:20,652 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:20,653 root DEBUG btp.py                    365   gap_disconn               : gap_disconn '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:20,653 root DEBUG iutctl.py                 98    send                      : send, 1 15 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:20,653 root DEBUG iutctl.py                 108   send                      : btpclient command: send 1 15 0 006c37e0dc1b00
2016-07-21 10:57:20,653 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 1 15 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-21 10:57:20,653 root DEBUG iutctl.py                 112   send                      : sending frame '\x01\x0f\x00\x07\x00\x00l7\xe0\xdc\x1b\x00'
2016-07-21 10:57:20,654 root DEBUG btp.py                    588   gap_command_rsp_succ      : gap_command_rsp_succ
2016-07-21 10:57:20,654 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:20,656 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x0f\x00\x00\x00')
2016-07-21 10:57:20,657 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=15, ctrl_index=0, data_len=0) bytearray(b'\x01\x0f\x00\x00\x00')
2016-07-21 10:57:20,657 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'')
2016-07-21 10:57:20,658 root DEBUG iutctl.py                 91    read                      : Received data: ('',), bytearray(b'')
2016-07-21 10:57:20,658 root DEBUG btp.py                    593   gap_command_rsp_succ      : received header(svc_id=1, op=15, ctrl_index=0, data_len=0) ('',)
2016-07-21 10:57:20,658 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_disconnected_ev at 0x7f5db38d5d70> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-21 10:57:20,658 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-21 10:57:20,658 root DEBUG btp.py                    345   gap_disconnected_ev       : gap_disconnected_ev '00:1B:DC:E0:37:6C' 0
2016-07-21 10:57:20,659 root DEBUG iutctl.py                 64    read                      : read
2016-07-21 10:57:20,703 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x83\x00\x07\x00')
2016-07-21 10:57:20,704 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=131, ctrl_index=0, data_len=7) bytearray(b'\x01\x83\x00\x07\x00')
2016-07-21 10:57:20,705 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-21 10:57:20,705 root DEBUG iutctl.py                 91    read                      : Received data: ('l7\xe0\xdc\x1b\x00\x00',), bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-21 10:57:20,705 root DEBUG btp.py                    349   gap_disconnected_ev       : received header(svc_id=1, op=131, ctrl_index=0, data_len=7) ('l7\xe0\xdc\x1b\x00\x00',)
2016-07-21 10:57:20,706 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-21 10:57:20,706 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-21 10:57:20,706 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-21 10:57:20,706 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-21 10:57:21,090 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-21 10:57:21,090 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-21 10:57:21,090 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-21 10:57:21,090 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 2
2016-07-21 10:57:21,091 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_03_C
2016-07-21 10:57:21,091 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please initiate a GATT connection to the PTS.

Description: Verify that the Implementation Under Test (IUT) can initiate GATT connect request to PTS.
2016-07-21 10:57:21,091 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-21 10:57:21,091 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 1687860 <type 'int'> 16914792
2016-07-21 10:57:21,091 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-21 10:57:21,092 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-21 10:57:21,092 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-21 10:57:21,092 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_03_C on_implicit_send
