2016-07-19 16:16:34,433 root DEBUG autoptsclient_common.py   349   run_test_case             : Starting TestCase wrapper GATT TC_GAD_CL_BV_06_C
2016-07-19 16:16:46,451 root DEBUG btp.py                    908   gattc_disc_all_desc       : gattc_disc_all_desc 0 '00:1B:DC:E0:37:6C' '0013' '0013'
2016-07-19 16:16:46,451 root DEBUG iutctl.py                 98    send                      : send, 2 16 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00\x13\x00\x13\x00')
2016-07-19 16:16:46,451 root DEBUG iutctl.py                 108   send                      : btpclient command: send 2 16 0 006c37e0dc1b0013001300
2016-07-19 16:16:46,451 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 2 16 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00\x13\x00\x13\x00')
2016-07-19 16:16:46,451 root DEBUG iutctl.py                 112   send                      : sending frame '\x02\x10\x00\x0b\x00\x00l7\xe0\xdc\x1b\x00\x13\x00\x13\x00'
2016-07-19 16:16:46,452 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gattc_disc_all_desc_rsp at 0x7f3adf2c9848> 31 None (True,) {}
2016-07-19 16:16:46,452 root DEBUG testcase.py               209   start                     : Test function parameters: args=(True,), kwds={}
2016-07-19 16:16:46,452 root DEBUG iutctl.py                 64    read                      : read
2016-07-19 16:16:46,581 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x02\x10\x00\x06\x00')
2016-07-19 16:16:46,582 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=2, op=16, ctrl_index=0, data_len=6) bytearray(b'\x02\x10\x00\x06\x00')
2016-07-19 16:16:46,582 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'\x01\x13\x00\x02\x02)')
2016-07-19 16:16:46,582 root DEBUG iutctl.py                 91    read                      : Received data: ('\x01\x13\x00\x02\x02)',), bytearray(b'\x01\x13\x00\x02\x02)')
2016-07-19 16:16:46,582 root DEBUG btp.py                    1546  gattc_disc_all_desc_rsp   : gattc_disc_all_desc_rsp received header(svc_id=2, op=16, ctrl_index=0, data_len=6) ('\x01\x13\x00\x02\x02)',)
2016-07-19 16:16:46,583 root DEBUG btp.py                    1552  gattc_disc_all_desc_rsp   : gattc_disc_all_desc_rsp ((19, ('\x02)',)),)
2016-07-19 16:16:46,583 root DEBUG btp.py                    1565  gattc_disc_all_desc_rsp   : Set verify values to: ['0013', '2902']
2016-07-19 16:16:46,583 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-19 16:16:46,583 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-19 16:16:46,583 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-19 16:16:46,584 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-19 16:16:46,595 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-19 16:16:46,595 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-19 16:16:46,596 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-19 16:16:46,596 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 32
2016-07-19 16:16:46,596 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_06_C
2016-07-19 16:16:46,596 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please confirm IUT receive characteristic descriptors handle='0013'O UUID=0x2902  in database. Click Yes if IUT receive it, otherwise click No.

Description: Verify that the Implementation Under Test (IUT) can send Discover characteristic descriptors in database.
2016-07-19 16:16:46,596 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Yes_No1 0x11044
2016-07-19 16:16:46,596 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 3653140 <type 'int'> 10946728
2016-07-19 16:16:46,597 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-19 16:16:46,597 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-19 16:16:46,597 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-19 16:16:46,597 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_06_C on_implicit_send
2016-07-19 16:16:46,597 root DEBUG testcase.py               364   handle_mmi_style_yes_no1  : handle_mmi_style_yes_no1, 32 "Please confirm IUT receive characteristic descriptors handle='0013'O UUID=0x2902  in database. Click Yes if IUT receive it, otherwise click No.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover characteristic descriptors in database."
2016-07-19 16:16:46,597 root DEBUG testcase.py               366   handle_mmi_style_yes_no1  : no_wid=None verify_wids={32: <function verify_description at 0x7f3adf2b0848>}
2016-07-19 16:16:46,597 root DEBUG testcase.py               378   handle_mmi_style_yes_no1  : Starting verification of: {32: <function verify_description at 0x7f3adf2b0848>}
2016-07-19 16:16:46,598 root DEBUG btp.py                    139   verify_description        : description="Please confirm IUT receive characteristic descriptors handle='0013'O UUID=0x2902  in database. Click Yes if IUT receive it, otherwise click No.\n\nDescription: Verify that the Implementation Under Test (IUT) can send Discover characteristic descriptors in database."
2016-07-19 16:16:46,598 root DEBUG btp.py                    142   verify_description        : Verifying values: ['0013', '2902']
2016-07-19 16:16:46,598 root DEBUG btp.py                    151   verify_description        : Verifying: '0013'
2016-07-19 16:16:46,598 root DEBUG btp.py                    151   verify_description        : Verifying: '2902'
2016-07-19 16:16:46,598 root DEBUG btp.py                    157   verify_description        : All verifications passed
2016-07-19 16:16:46,598 root DEBUG testcase.py               408   handle_mmi_style_yes_no1  : All verifications passed
2016-07-19 16:16:46,599 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'Yes'
2016-07-19 16:16:46,599 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: Yes
2016-07-19 16:16:46,599 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
2016-07-19 16:16:46,599 ClientCallback.on_implicit_send INFO autoptsclient_common.py   152   on_implicit_send          : ********************
2016-07-19 16:16:46,608 ClientCallback.on_implicit_send INFO autoptsclient_common.py   116   on_implicit_send          : ********************
2016-07-19 16:16:46,608 ClientCallback.on_implicit_send INFO autoptsclient_common.py   117   on_implicit_send          : BEGIN OnImplicitSend:
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   118   on_implicit_send          : project_name: GATT
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   119   on_implicit_send          : wid: 3
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   120   on_implicit_send          : test_case_name: TC_GAD_CL_BV_06_C
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   121   on_implicit_send          : description: Please initiate a GATT disconnection to the PTS.

Description: Verify that the Implementation Under Test (IUT) can initiate GATT disconnect request to PTS
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   122   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   124   on_implicit_send          : response: 3653140 <type 'int'> 10946728
2016-07-19 16:16:46,609 ClientCallback.on_implicit_send INFO autoptsclient_common.py   125   on_implicit_send          : response_size: 2048
2016-07-19 16:16:46,610 ClientCallback.on_implicit_send INFO autoptsclient_common.py   127   on_implicit_send          : response_is_present: 0 <type 'int'>
2016-07-19 16:16:46,610 ClientCallback.on_implicit_send INFO autoptsclient_common.py   131   on_implicit_send          : Calling test cases on_implicit_send
2016-07-19 16:16:46,610 root DEBUG testcase.py               467   on_implicit_send          : GATT TC_GAD_CL_BV_06_C on_implicit_send
2016-07-19 16:16:46,610 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_disconn at 0x7f3adf2b0de8> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-19 16:16:46,610 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-19 16:16:46,610 root DEBUG btp.py                    365   gap_disconn               : gap_disconn '00:1B:DC:E0:37:6C' 0
2016-07-19 16:16:46,610 root DEBUG iutctl.py                 98    send                      : send, 1 15 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-19 16:16:46,611 root DEBUG iutctl.py                 108   send                      : btpclient command: send 1 15 0 006c37e0dc1b00
2016-07-19 16:16:46,611 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 1 15 0 bytearray(b'\x00l7\xe0\xdc\x1b\x00')
2016-07-19 16:16:46,611 root DEBUG iutctl.py                 112   send                      : sending frame '\x01\x0f\x00\x07\x00\x00l7\xe0\xdc\x1b\x00'
2016-07-19 16:16:46,611 root DEBUG btp.py                    588   gap_command_rsp_succ      : gap_command_rsp_succ
2016-07-19 16:16:46,611 root DEBUG iutctl.py                 64    read                      : read
2016-07-19 16:16:46,614 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x0f\x00\x00\x00')
2016-07-19 16:16:46,616 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=15, ctrl_index=0, data_len=0) bytearray(b'\x01\x0f\x00\x00\x00')
2016-07-19 16:16:46,616 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'')
2016-07-19 16:16:46,616 root DEBUG iutctl.py                 91    read                      : Received data: ('',), bytearray(b'')
2016-07-19 16:16:46,616 root DEBUG btp.py                    593   gap_command_rsp_succ      : received header(svc_id=1, op=15, ctrl_index=0, data_len=0) ('',)
2016-07-19 16:16:46,616 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function gap_disconnected_ev at 0x7f3adf2b0d70> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-19 16:16:46,616 root DEBUG testcase.py               209   start                     : Test function parameters: args=('00:1B:DC:E0:37:6C', 0), kwds={}
2016-07-19 16:16:46,617 root DEBUG btp.py                    345   gap_disconnected_ev       : gap_disconnected_ev '00:1B:DC:E0:37:6C' 0
2016-07-19 16:16:46,617 root DEBUG iutctl.py                 64    read                      : read
2016-07-19 16:16:46,680 root DEBUG btpparser.py              39    dec_hdr                   : dec_hdr, bytearray(b'\x01\x83\x00\x07\x00')
2016-07-19 16:16:46,681 root DEBUG iutctl.py                 78    read                      : Received: hdr: header(svc_id=1, op=131, ctrl_index=0, data_len=7) bytearray(b'\x01\x83\x00\x07\x00')
2016-07-19 16:16:46,681 root DEBUG btpparser.py              49    dec_data                  : dec_data, bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-19 16:16:46,681 root DEBUG iutctl.py                 91    read                      : Received data: ('l7\xe0\xdc\x1b\x00\x00',), bytearray(b'l7\xe0\xdc\x1b\x00\x00')
2016-07-19 16:16:46,681 root DEBUG btp.py                    349   gap_disconnected_ev       : received header(svc_id=1, op=131, ctrl_index=0, data_len=7) ('l7\xe0\xdc\x1b\x00\x00',)
2016-07-19 16:16:46,681 root DEBUG testcase.py               494   on_implicit_send          : Sending response 'OK'
2016-07-19 16:16:46,682 ClientCallback.on_implicit_send INFO autoptsclient_common.py   143   on_implicit_send          : test case returned on_implicit_send, response: OK
2016-07-19 16:16:46,682 ClientCallback.on_implicit_send INFO autoptsclient_common.py   151   on_implicit_send          : END OnImplicitSend:
